Country,Year,WeekOfYear,WeekStartDate,ILI_Denominator00-04,ILI_Denominator05-14,ILI_Denominator15-64,ILI_Denominator65+,ILI_DenominatorNumberOfCases,ILI00-04,ILI05-14,ILI15-64,ILI65+,ILINumberOfCases,MaxTemp,MinTemp,AvgPrec
Ireland,2009,18,2009-04-27,14795,27515,142286,22908,207504,0,0,4,0,4,135.51020408163268,61.836734693877546,35.0
Ireland,2009,19,2009-05-04,14525,27013,139691,22490,203719,1,0,6,1,8,138.22448979591837,71.12244897959184,36.632653061224495
Ireland,2009,20,2009-05-11,14809,27541,142424,22930,207704,1,1,10,0,12,139.6326530612245,75.10204081632654,32.0
Ireland,2009,21,2009-05-18,15266,28392,146821,23638,214117,0,0,13,2,15,153.28571428571428,82.12244897959184,25.857142857142858
Ireland,2009,22,2009-05-25,15710,29216,151086,24325,220337,0,1,8,0,9,182.71428571428572,99.6734693877551,14.979591836734695
Ireland,2009,23,2009-06-01,16442,30578,158128,25459,230607,0,0,7,2,9,185.44897959183672,94.3061224489796,13.428571428571429
Ireland,2009,24,2009-06-08,16442,30578,158128,25459,230607,0,0,8,0,8,169.9795918367347,88.77551020408164,24.346938775510203
Ireland,2009,25,2009-06-15,16380,30464,157537,25364,229745,1,0,9,1,11,178.08163265306126,105.40816326530613,50.95918367346938
Ireland,2009,26,2009-06-22,16289,30293,156653,25221,228456,0,0,2,1,3,210.14285714285714,134.3673469387755,11.877551020408163
Ireland,2009,27,2009-06-29,16464,30619,158337,25492,230912,1,1,1,1,4,202.10204081632654,136.42857142857142,46.77551020408163
Ireland,2009,28,2009-07-06,16096,29935,154802,24923,225756,0,3,15,2,20,182.53061224489798,119.20408163265304,44.632653061224495
Ireland,2009,29,2009-07-13,16719,31094,160794,25888,234495,2,3,21,4,30,183.57142857142858,115.46938775510203,33.02040816326531
Ireland,2009,30,2009-07-20,16413,30524,157846,25413,230196,3,13,59,7,82,190.0408163265306,119.3265306122449,49.653061224489804
Ireland,2009,31,2009-07-27,16673,31008,160348,25816,233845,5,6,72,5,88,178.44897959183672,114.97959183673471,44.59183673469387
Ireland,2009,32,2009-08-03,16862,31359,162165,26109,236495,4,11,62,3,80,190.85714285714286,125.34693877551021,28.408163265306122
Ireland,2009,33,2009-08-10,15813,29408,152076,24484,221781,7,8,67,5,87,187.28571428571428,132.26530612244898,37.57142857142857
Ireland,2009,34,2009-08-17,16252,30225,156303,25165,227945,5,8,59,3,75,189.48979591836738,124.44897959183673,76.10204081632654
Ireland,2009,35,2009-08-24,16367,30439,157407,25343,229556,4,6,59,2,71,177.51020408163268,106.65306122448978,54.93877551020408
Ireland,2009,36,2009-08-31,16701,31059,160616,25859,234235,3,13,69,3,88,166.0612244897959,110.89795918367348,52.40816326530612
Ireland,2009,37,2009-09-07,16906,31441,162591,26177,237115,5,17,74,6,102,183.81632653061226,90.6734693877551,18.26530612244898
Ireland,2009,38,2009-09-14,16295,30305,156713,25231,228544,9,27,114,5,155,163.8979591836735,89.65306122448979,11.489795918367347
Ireland,2009,39,2009-09-21,16117,29973,154999,24955,226044,8,47,116,4,175,169.18367346938774,110.14285714285714,14.285714285714283
Ireland,2009,40,2009-09-28,16618,30905,159819,25731,233073,21,45,130,7,203,154.0612244897959,104.08163265306122,20.428571428571427
Ireland,2009,41,2009-10-05,16785,31217,161430,25990,235422,13,51,143,6,213,146.0,80.0204081632653,32.510204081632644
Ireland,2009,42,2009-10-12,15963,29687,153522,24717,223889,33,125,177,5,340,146.18367346938777,79.65306122448979,14.979591836734695
Ireland,2009,43,2009-10-19,16785,31217,161430,25990,235422,56,175,241,2,474,140.61224489795921,88.42857142857143,58.73469387755102
Ireland,2009,44,2009-10-26,16785,31217,161430,25990,235422,65,113,237,9,424,145.14285714285714,100.53061224489797,71.53061224489797
Ireland,2009,45,2009-11-02,16785,31217,161430,25990,235422,41,67,265,4,377,113.69387755102039,60.02040816326531,49.51020408163265
Ireland,2009,46,2009-11-09,16785,31217,161430,25990,235422,65,72,159,10,306,109.42857142857142,44.40816326530613,71.38775510204081
Ireland,2009,47,2009-11-16,16785,31217,161430,25990,235422,47,70,163,6,287,116.16326530612244,60.204081632653065,87.40816326530613
Ireland,2009,48,2009-11-23,16785,31217,161430,25990,235422,36,42,127,7,212,94.22448979591836,41.44897959183674,41.714285714285715
Ireland,2009,49,2009-11-30,16676,31013,160375,25821,233885,20,21,93,5,139,93.3061224489796,32.36734693877551,44.10204081632653
Ireland,2009,50,2009-12-07,16785,31217,161430,25990,235422,19,18,73,8,118,93.91836734693878,40.51020408163266,29.061224489795915
Ireland,2009,51,2009-12-14,16785,31217,161430,25990,235422,19,10,64,2,95,70.81632653061224,14.224489795918368,21.02040816326531
Ireland,2009,52,2009-12-21,16580,30835,159456,25672,232543,8,7,20,0,35,59.55102040816327,-1.3061224489795917,26.326530612244902
Ireland,2009,53,2009-12-28,16785,31217,161430,25990,235422,1,7,27,1,36,55.892857142857146,13.642857142857142,47.67857142857143
Ireland,2010,1,2010-01-04,16785,31217,161430,25990,235422,2,1,43,3,49,43.55102040816326,-17.163265306122447,19.51020408163265
Ireland,2010,2,2010-01-11,16785,31217,161430,25990,235422,3,3,28,5,39,76.67346938775509,19.489795918367346,58.6530612244898
Ireland,2010,3,2010-01-18,16643,30952,160059,25770,233424,1,1,20,7,29,82.77551020408161,26.265306122448976,29.63265306122449
Ireland,2010,4,2010-01-25,16785,31217,161430,25990,235422,0,1,14,1,16,74.71428571428571,17.489795918367346,21.224489795918366
Ireland,2010,5,2010-02-01,16785,31217,161430,25990,235422,1,2,11,1,15,85.97959183673468,24.285714285714285,33.897959183673464
Ireland,2010,6,2010-02-08,16785,31217,161430,25990,235422,0,4,10,1,15,71.18367346938774,7.040816326530612,15.408163265306124
Ireland,2010,7,2010-02-15,16785,31217,161430,25990,235422,2,0,11,0,13,68.06122448979592,2.326530612244897,14.959183673469386
Ireland,2010,8,2010-02-22,16240,30202,156185,25146,227773,0,1,15,0,16,71.81632653061224,7.612244897959185,26.061224489795915
Ireland,2010,9,2010-03-01,16785,31217,161430,25990,235422,2,2,14,2,20,87.65306122448979,4.6938775510204085,17.73469387755102
Ireland,2010,10,2010-03-08,16542,30763,159086,25613,232004,2,0,8,4,14,96.10204081632654,12.469387755102039,9.959183673469386
Ireland,2010,11,2010-03-15,16636,30939,159994,25759,233328,1,3,13,2,19,113.51020408163266,47.163265306122454,23.979591836734695
Ireland,2010,12,2010-03-22,16037,29825,154231,24831,224924,2,0,12,1,15,111.6938775510204,50.22448979591836,31.46938775510204
Ireland,2010,13,2010-03-29,16495,30678,158642,25541,231356,0,1,6,2,9,94.67346938775509,26.95918367346939,49.69387755102041
Ireland,2010,14,2010-04-05,16785,31217,161430,25990,235422,0,0,4,1,5,135.5918367346939,52.83673469387755,24.30612244897959
Ireland,2010,15,2010-04-12,15808,29400,152036,24478,221722,1,0,5,0,6,133.0204081632653,43.3061224489796,13.10204081632653
Ireland,2010,16,2010-04-19,16785,31217,161430,25990,235422,0,0,12,0,12,132.6122448979592,48.265306122448976,16.73469387755102
Ireland,2010,17,2010-04-26,16785,31217,161430,25990,235422,0,0,8,2,10,140.26530612244898,80.79591836734694,23.53061224489796
Ireland,2010,18,2010-05-03,16472,30633,158413,25505,231023,0,0,3,0,3,136.55102040816325,59.69387755102042,15.22448979591837
Ireland,2010,19,2010-05-10,16785,31217,161430,25990,235422,0,1,9,1,11,132.0612244897959,53.714285714285715,16.755102040816325
Ireland,2010,20,2010-05-17,15888,29548,152802,24601,222839,0,0,8,0,8,182.57142857142858,91.59183673469387,20.53061224489796
Ireland,2010,21,2010-05-24,16770,31188,161282,25966,235206,0,2,6,0,8,156.59183673469389,75.24489795918369,17.877551020408163
Ireland,2010,22,2010-05-31,16876,31386,162303,26131,236696,0,0,3,0,4,179.75510204081635,98.61224489795919,22.653061224489793
Ireland,2010,23,2010-06-07,17040,31691,163880,26385,238996,0,0,3,0,3,168.71428571428572,100.24489795918369,23.081632653061227
Ireland,2010,24,2010-06-14,17040,31691,163880,26385,238996,0,0,2,0,2,183.3061224489796,97.14285714285714,12.714285714285714
Ireland,2010,25,2010-06-21,16897,31425,162508,26164,236994,1,0,2,0,3,193.20408163265304,111.81632653061224,14.612244897959183
Ireland,2010,26,2010-06-28,16776,31200,161343,25976,235295,2,1,4,1,8,191.34693877551018,119.81632653061226,29.489795918367346
Ireland,2010,27,2010-07-05,16683,31028,160451,25833,233995,0,0,2,0,2,183.22448979591837,115.28571428571429,39.693877551020414
Ireland,2010,28,2010-07-12,16420,30537,157914,25424,230295,0,0,0,1,1,185.08163265306123,119.48979591836735,36.326530612244895
Ireland,2010,29,2010-07-19,17040,31691,163880,26385,238996,0,0,2,1,3,185.89795918367346,120.85714285714285,32.59183673469388
Ireland,2010,30,2010-07-26,17040,31691,163880,26385,238996,0,0,2,0,2,187.22448979591837,127.10204081632651,33.77551020408164
Ireland,2010,31,2010-08-02,16862,31359,162165,26109,236495,0,0,5,0,5,183.63265306122452,119.04081632653062,23.85714285714286
Ireland,2010,32,2010-08-09,16241,30205,156200,25148,227794,0,0,3,0,3,183.44897959183672,116.38775510204081,20.877551020408163
Ireland,2010,33,2010-08-16,17040,31691,163880,26385,238996,0,0,6,0,6,185.87755102040816,118.18367346938776,30.26530612244898
Ireland,2010,34,2010-08-23,17040,31691,163880,26385,238996,0,0,5,1,6,178.89795918367346,103.95918367346938,19.3265306122449
Ireland,2010,35,2010-08-30,16270,30258,156474,25192,228194,1,0,5,1,7,191.85714285714286,108.61224489795919,34.57142857142857
Ireland,2010,36,2010-09-06,16593,30859,159578,25692,232722,1,1,7,2,11,175.71428571428575,116.97959183673468,45.612244897959194
Ireland,2010,37,2010-09-13,16977,31574,163276,26288,238115,1,0,7,0,8,165.89795918367346,104.0,29.102040816326532
Ireland,2010,38,2010-09-20,17040,31691,163880,26385,238996,0,1,22,3,26,160.3673469387755,102.44897959183675,27.55102040816326
Ireland,2010,39,2010-09-27,16763,31175,161213,25955,235106,1,1,14,1,17,156.48979591836738,87.59183673469387,33.87755102040816
Ireland,2010,40,2010-10-04,18573,34541,178621,28758,260493,1,0,18,1,20,158.48979591836738,97.51020408163265,25.24489795918367
Ireland,2010,41,2010-10-11,18768,34904,180500,29061,263233,1,2,12,2,17,142.0408163265306,66.3265306122449,17.95918367346939
Ireland,2010,42,2010-10-18,18522,34447,178136,28680,259785,1,1,10,3,15,125.34693877551022,65.20408163265306,31.51020408163265
Ireland,2010,43,2010-10-25,18768,34904,180500,29061,263233,1,1,10,2,14,127.7142857142857,66.93877551020408,49.51020408163266
Ireland,2010,44,2010-11-01,17786,33079,171058,27541,249464,0,0,14,3,17,117.0408163265306,63.89795918367347,50.285714285714285
Ireland,2010,45,2010-11-08,18497,34399,177887,28640,259423,0,0,18,2,20,100.59183673469389,45.06122448979592,43.16326530612245
Ireland,2010,46,2010-11-15,18768,34904,180500,29061,263233,0,4,22,1,27,96.6326530612245,44.10204081632652,38.6530612244898
Ireland,2010,47,2010-11-22,18768,34904,180500,29061,263233,0,1,14,3,18,73.79591836734694,21.163265306122447,25.44897959183674
Ireland,2010,48,2010-11-29,17784,33074,171035,27537,249430,1,4,11,0,16,59.53061224489796,1.7142857142857137,25.918367346938776
Ireland,2010,49,2010-12-06,18098,33657,174051,28022,253828,0,4,29,3,36,73.18367346938774,18.714285714285715,25.510204081632654
Ireland,2010,50,2010-12-13,18599,34590,178871,28798,260858,5,6,48,1,60,65.32653061224491,17.816326530612244,26.26530612244898
Ireland,2010,51,2010-12-20,17741,32993,170617,27469,248820,12,22,111,3,148,40.44897959183673,-21.89795918367347,27.081632653061224
Ireland,2010,52,2010-12-27,18533,34467,178237,28696,259933,22,28,237,11,298,92.0857142857143,50.97142857142858,37.97142857142857
Ireland,2011,1,2011-01-03,18768,34904,180500,29061,263233,27,44,442,19,532,64.61224489795919,13.081632653061224,32.06122448979592
Ireland,2011,2,2011-01-10,18597,34586,178851,28795,260829,36,52,354,19,461,90.91836734693877,47.61224489795918,49.244897959183675
Ireland,2011,3,2011-01-17,18768,34904,180500,29061,263233,27,66,181,7,281,72.75510204081634,10.326530612244898,18.938775510204078
Ireland,2011,4,2011-01-24,17988,33453,172993,27852,252286,26,85,121,3,235,74.73469387755101,23.387755102040817,25.306122448979586
Ireland,2011,5,2011-01-31,18768,34904,180500,29061,263233,25,77,99,3,204,93.0,38.816326530612244,59.28571428571429
Ireland,2011,6,2011-02-07,18705,34788,179896,28963,262352,12,32,70,6,120,85.73469387755104,30.489795918367346,36.73469387755102
Ireland,2011,7,2011-02-14,18768,34904,180500,29061,263233,9,22,63,2,96,85.81632653061224,27.020408163265305,26.877551020408163
Ireland,2011,8,2011-02-21,18412,34241,177071,28509,258233,9,9,41,5,64,99.24489795918369,47.04081632653061,24.26530612244898
Ireland,2011,9,2011-02-28,18353,34132,176503,28417,257405,2,4,41,3,50,94.51020408163265,23.83673469387755,14.612244897959183
Ireland,2011,10,2011-03-07,18768,34904,180500,29061,263233,3,4,27,1,35,93.89795918367346,33.97959183673469,30.775510204081627
Ireland,2011,11,2011-03-14,17462,32476,167940,27039,244917,1,1,10,2,14,100.89795918367348,30.061224489795915,18.3265306122449
Ireland,2011,12,2011-03-21,17387,32336,167218,26922,243863,0,4,16,2,22,117.36734693877551,37.06122448979592,13.36734693877551
Ireland,2011,13,2011-03-28,18768,34904,180500,29061,263233,0,1,19,2,22,118.75510204081634,51.04081632653061,32.142857142857146
Ireland,2011,14,2011-04-04,17985,33447,172964,27847,252243,2,1,8,2,13,134.0408163265306,61.14285714285713,23.3265306122449
Ireland,2011,15,2011-04-11,18358,34142,176557,28426,257483,1,1,6,1,9,125.79591836734694,53.653061224489804,20.571428571428573
Ireland,2011,16,2011-04-18,18241,33923,175426,28244,255834,1,0,5,1,7,142.9387755102041,61.06122448979592,12.959183673469388
Ireland,2011,17,2011-04-25,17724,32962,170455,27443,248584,0,0,11,0,11,145.77551020408163,61.91836734693878,14.448979591836734
Ireland,2011,18,2011-05-02,18604,34599,178921,28806,260930,0,0,5,1,6,146.32653061224488,76.22448979591836,41.30612244897959
Ireland,2011,19,2011-05-09,18562,34521,178517,28741,260341,1,0,5,0,6,144.24489795918365,76.28571428571426,26.571428571428573
Ireland,2011,20,2011-05-16,17944,33372,172576,27785,251677,1,2,9,2,14,146.24489795918367,78.57142857142857,31.204081632653065
Ireland,2011,21,2011-05-23,18614,34617,179013,28821,261065,0,0,7,0,7,149.26530612244898,83.24489795918369,22.448979591836736
Ireland,2011,22,2011-05-30,18497,34401,177894,28641,259433,0,0,7,0,7,166.77551020408166,89.85714285714286,18.061224489795922
Ireland,2011,23,2011-06-06,18098,33657,174051,28022,253828,0,0,5,1,6,156.87755102040816,81.04081632653062,34.44897959183673
Ireland,2011,24,2011-06-13,18528,34457,178187,28688,259860,1,0,12,0,13,168.89795918367346,94.42857142857143,27.979591836734695
Ireland,2011,25,2011-06-20,18768,34904,180500,29061,263233,0,0,2,1,3,171.0408163265306,104.57142857142857,30.428571428571427
Ireland,2011,26,2011-06-27,18768,34904,180500,29061,263233,0,0,2,0,2,177.04081632653063,101.34693877551021,15.10204081632653
Ireland,2011,27,2011-07-04,18768,34904,180500,29061,263233,1,0,4,0,5,180.6734693877551,112.71428571428571,38.693877551020414
Ireland,2011,28,2011-07-11,18098,33657,174051,28022,253828,1,0,3,0,4,183.28571428571428,113.6938775510204,21.97959183673469
Ireland,2011,29,2011-07-18,18098,33657,174051,28022,253828,0,1,4,1,6,179.53061224489792,114.38775510204081,18.591836734693878
Ireland,2011,30,2011-07-25,18590,34573,178785,28785,260733,1,0,6,1,8,185.6734693877551,118.6530612244898,18.81632653061224
Ireland,2011,31,2011-08-01,17590,32713,169169,27236,246708,0,0,2,2,4,182.26530612244898,115.28571428571426,25.795918367346935
Ireland,2011,32,2011-08-08,18098,33657,174051,28022,253828,0,0,1,0,1,182.3469387755102,120.83673469387756,31.122448979591837
Ireland,2011,33,2011-08-15,18098,33657,174051,28022,253828,0,0,2,0,2,181.77551020408166,108.9795918367347,26.387755102040817
Ireland,2011,34,2011-08-22,18098,33657,174051,28022,253828,0,0,1,1,2,177.42857142857142,104.89795918367348,28.938775510204085
Ireland,2011,35,2011-08-29,17992,33460,173032,27858,252342,0,0,6,0,6,173.51020408163268,106.42857142857143,32.89795918367347
Ireland,2011,36,2011-09-05,17990,33457,173016,27856,252319,1,1,2,0,4,170.46938775510202,113.24489795918366,46.97959183673469
Ireland,2011,37,2011-09-12,18164,33781,174688,28125,254758,0,0,8,0,8,160.22448979591834,101.75510204081634,36.04081632653062
Ireland,2011,38,2011-09-19,18468,34347,177616,28596,259027,0,0,2,0,2,161.51020408163268,100.85714285714286,26.571428571428573
Ireland,2011,39,2011-09-26,14648,27242,140877,22681,205448,1,0,9,0,10,169.34693877551018,107.85714285714286,37.3469387755102
Ireland,2011,40,2011-10-03,18638,34662,179245,28859,261404,0,0,7,2,9,149.22448979591837,95.83673469387757,37.816326530612244
Ireland,2011,41,2011-10-10,18638,34662,179245,28859,261404,1,1,14,2,18,147.18367346938777,98.08163265306122,40.89795918367347
Ireland,2011,42,2011-10-17,16959,31539,163099,26259,237856,0,3,13,1,17,128.02040816326527,74.53061224489797,62.40816326530613
Ireland,2011,43,2011-10-24,18504,34413,177956,28651,259524,0,1,8,1,10,129.48979591836735,76.18367346938774,39.204081632653065
Ireland,2011,44,2011-10-31,18638,34662,179245,28859,261404,1,0,10,1,12,126.06122448979592,69.38775510204083,39.85714285714287
Ireland,2011,45,2011-11-07,18638,34662,179245,28859,261404,0,1,16,3,20,124.0408163265306,67.91836734693878,24.591836734693878
Ireland,2011,46,2011-11-14,18575,34545,178641,28761,260522,0,0,17,4,21,117.75510204081631,71.20408163265306,45.77551020408163
Ireland,2011,47,2011-11-21,18509,34423,178011,28660,259603,2,0,12,2,16,105.95918367346938,58.20408163265306,42.673469387755105
Ireland,2011,48,2011-11-28,18638,34662,179245,28859,261404,0,3,16,2,21,95.61224489795917,47.87755102040817,64.73469387755102
Ireland,2011,49,2011-12-05,17656,32836,169804,27339,247635,1,4,16,1,22,83.18367346938776,36.10204081632653,42.24489795918367
Ireland,2011,50,2011-12-12,18638,34662,179245,28859,261404,0,2,28,1,31,77.28571428571429,26.551020408163264,51.775510204081634
Ireland,2011,51,2011-12-19,18638,34662,179245,28859,261404,1,5,24,1,31,98.26530612244899,52.673469387755105,33.79591836734694
Ireland,2011,52,2011-12-26,18459,34330,177531,28583,258903,2,0,15,1,18,89.0,50.339285714285715,42.142857142857146
Ireland,2012,1,2012-01-02,18638,34662,179245,28859,261404,6,3,24,2,35,86.94642857142857,45.44642857142857,36.125
Ireland,2012,2,2012-01-09,18638,34662,179245,28859,261404,3,9,24,4,40,86.36734693877551,48.204081632653065,24.02040816326531
Ireland,2012,3,2012-01-16,18638,34662,179245,28859,261404,1,5,21,1,28,88.3061224489796,47.6530612244898,30.408163265306122
Ireland,2012,4,2012-01-23,18337,34102,176351,28393,257183,5,4,19,1,29,85.85714285714286,38.51020408163265,50.204081632653065
Ireland,2012,5,2012-01-30,17967,33415,172796,27820,251998,5,2,26,6,39,74.24489795918369,26.428571428571423,25.428571428571434
Ireland,2012,6,2012-02-06,17967,33415,172796,27820,251998,12,9,36,7,64,92.02040816326532,46.836734693877546,30.46938775510204
Ireland,2012,7,2012-02-13,17789,33083,171082,27544,249498,4,17,62,7,90,88.67346938775509,44.877551020408156,18.816326530612248
Ireland,2012,8,2012-02-20,18638,34662,179245,28859,261404,6,16,76,10,108,103.87755102040816,55.0,22.102040816326532
Ireland,2012,9,2012-02-27,18392,34205,176881,28478,257956,13,14,54,4,85,102.91836734693878,51.06122448979592,16.346938775510203
Ireland,2012,10,2012-03-05,18411,34241,177066,28508,258226,7,10,39,3,59,104.14285714285714,49.69387755102041,20.71428571428572
Ireland,2012,11,2012-03-12,18638,34662,179245,28859,261404,6,3,31,1,41,104.20408163265306,48.775510204081634,18.46938775510204
Ireland,2012,12,2012-03-19,18638,34662,179245,28859,261404,3,3,21,3,30,126.85714285714288,56.775510204081634,11.224489795918368
Ireland,2012,13,2012-03-26,17675,32872,169991,27369,247907,1,2,17,0,20,132.77551020408166,47.79591836734695,10.102040816326532
Ireland,2012,14,2012-04-02,18281,33999,175816,28307,256403,0,1,10,3,14,107.51020408163264,46.244897959183675,19.3265306122449
Ireland,2012,15,2012-04-09,16510,30706,158786,25565,231567,1,2,22,1,26,112.36734693877551,38.59183673469388,20.36734693877551
Ireland,2012,16,2012-04-16,18638,34662,179245,28859,261404,0,1,13,3,17,119.24489795918366,47.122448979591844,33.224489795918366
Ireland,2012,17,2012-04-23,18238,33919,175405,28240,255802,0,0,10,0,10,119.12244897959182,45.06122448979592,19.367346938775512
Ireland,2012,18,2012-04-30,18638,34662,179245,28859,261404,0,0,12,1,13,132.3061224489796,58.12244897959183,13.816326530612244
Ireland,2012,19,2012-05-07,17405,32369,167391,26950,244115,0,0,7,0,7,129.28571428571428,58.00000000000001,31.551020408163264
Ireland,2012,20,2012-05-14,17879,33251,171947,27684,250761,1,1,11,0,13,133.75510204081633,65.16326530612244,17.979591836734695
Ireland,2012,21,2012-05-21,18156,33766,174612,28113,254647,0,1,8,1,10,186.9795918367347,97.26530612244896,11.653061224489798
Ireland,2012,22,2012-05-28,18431,34278,177262,28539,258510,0,0,1,0,1,169.6326530612245,101.30612244897961,26.346938775510207
Ireland,2012,23,2012-06-04,18043,33556,173526,27938,253063,0,0,1,0,1,159.63265306122452,91.51020408163265,42.93877551020408
Ireland,2012,24,2012-06-11,17572,32680,168998,27209,246459,0,0,5,0,5,160.87755102040816,97.40816326530613,26.693877551020414
Ireland,2012,25,2012-06-18,17356,32279,166923,26875,243433,0,0,5,0,5,165.48979591836738,97.14285714285715,41.04081632653061
Ireland,2012,26,2012-06-25,18238,33919,175405,28240,255802,0,0,3,1,4,179.0,112.77551020408161,41.79591836734694
Ireland,2012,27,2012-07-02,18356,34139,176540,28423,257458,1,0,8,0,9,182.16326530612247,118.16326530612245,29.591836734693878
Ireland,2012,28,2012-07-09,18126,33710,174324,28066,254226,0,0,4,0,4,173.18367346938777,105.7142857142857,29.428571428571423
Ireland,2012,29,2012-07-16,18212,33870,175151,28200,255433,0,0,4,0,4,183.9795918367347,115.85714285714286,24.612244897959183
Ireland,2012,30,2012-07-23,18157,33767,174618,28114,254656,0,1,2,1,4,181.77551020408166,118.53061224489797,28.285714285714285
Ireland,2012,31,2012-07-30,18264,33966,175647,28279,256156,0,0,4,1,5,183.71428571428572,118.44897959183673,39.0
Ireland,2012,32,2012-08-06,18638,34662,179245,28859,261404,1,0,3,0,4,194.48979591836732,122.93877551020408,25.142857142857142
Ireland,2012,33,2012-08-13,18484,34377,177771,28621,259253,0,0,3,1,4,197.36734693877548,130.53061224489795,37.48979591836735
Ireland,2012,34,2012-08-20,17798,33100,171167,27558,249623,0,0,2,0,2,183.57142857142858,119.38775510204081,39.46938775510204
