Country,Year,WeekOfYear,WeekStartDate,ILI_Denominator00-04,ILI_Denominator05-14,ILI_Denominator15-64,ILI_Denominator65+,ILI_DenominatorNumberOfCases,ILI00-04,ILI05-14,ILI15-64,ILI65+,ILINumberOfCases,MaxTemp,MinTemp,AvgPrec
Ireland,2012,35,2012-08-27,18638,34662,179245,28859,261404,0,0,2,0,2,180.83673469387756,117.04081632653062,22.102040816326532
Ireland,2012,36,2012-09-03,18638,34662,179245,28859,261404,1,1,9,1,12,181.67346938775512,111.20408163265304,21.04081632653061
Ireland,2012,37,2012-09-10,17818,33137,171359,27589,249903,0,0,8,0,8,161.57142857142858,104.04081632653062,33.775510204081634
Ireland,2012,38,2012-09-17,17262,32104,166016,26729,242111,0,0,7,0,7,155.0,84.51020408163265,32.816326530612244
Ireland,2012,39,2012-09-24,16016,29786,154034,24800,224636,0,2,11,3,16,148.83673469387756,93.85714285714286,36.08163265306123
Ireland,2012,40,2012-10-01,20301,35508,175092,30502,261403,1,1,14,1,17,141.40816326530611,76.06122448979592,39.51020408163265
Ireland,2012,41,2012-10-08,20301,35508,175092,30502,261403,0,0,10,1,11,136.18367346938777,73.57142857142857,36.204081632653065
Ireland,2012,42,2012-10-15,20301,35508,175092,30502,261403,0,0,19,2,21,130.32653061224488,75.0204081632653,40.326530612244895
Ireland,2012,43,2012-10-22,20116,35186,173501,30225,259028,0,2,14,1,17,119.30612244897961,69.20408163265306,27.387755102040817
Ireland,2012,44,2012-10-29,20301,35508,175092,30502,261403,1,0,10,0,11,102.79591836734691,48.44897959183674,42.77551020408163
Ireland,2012,45,2012-11-05,20075,35114,173149,30164,258502,0,0,11,0,11,107.77551020408164,56.06122448979591,34.367346938775505
Ireland,2012,46,2012-11-12,20301,35508,175092,30502,261403,1,2,7,0,10,103.93877551020408,53.53061224489796,53.244897959183675
Ireland,2012,47,2012-11-19,20301,35508,175092,30502,261403,0,2,18,0,20,91.89795918367346,43.775510204081634,35.183673469387756
Ireland,2012,48,2012-11-26,20301,35508,175092,30502,261403,1,1,13,1,16,82.32653061224491,30.489795918367353,27.3265306122449
Ireland,2012,49,2012-12-03,20301,35508,175092,30502,261403,3,9,16,2,30,85.12244897959184,35.06122448979592,33.75510204081633
Ireland,2012,50,2012-12-10,19727,34506,170147,29641,254021,5,14,36,2,57,78.6530612244898,33.02040816326531,36.775510204081634
Ireland,2012,51,2012-12-17,18933,33117,163299,28448,243797,7,31,38,5,81,89.75510204081631,45.204081632653065,37.93877551020408
Ireland,2012,52,2012-12-24,20181,35299,174061,30323,259864,8,19,59,1,87,87.51785714285714,41.875,45.44642857142857
Ireland,2013,1,2012-12-31,20301,35508,175092,30502,261403,8,17,124,7,156,102.35714285714286,55.642857142857146,40.25
Ireland,2013,2,2013-01-07,20301,35508,175092,30502,261403,5,18,91,12,126,85.34693877551021,32.3469387755102,28.816326530612248
Ireland,2013,3,2013-01-14,20301,35508,175092,30502,261403,4,14,99,4,121,62.89795918367347,24.795918367346935,47.755102040816325
Ireland,2013,4,2013-01-21,19175,33539,165381,28811,246906,3,30,73,6,112,67.0,12.714285714285714,48.163265306122454
Ireland,2013,5,2013-01-28,19384,33905,167188,29125,249602,5,34,105,4,148,98.61224489795919,36.87755102040817,39.326530612244895
Ireland,2013,6,2013-02-04,19726,34503,170135,29639,254003,4,25,113,9,151,83.85714285714286,35.48979591836734,47.38775510204082
Ireland,2013,7,2013-02-11,19283,33729,166316,28973,248301,4,15,72,5,96,93.04081632653062,42.93877551020408,28.122448979591837
Ireland,2013,8,2013-02-18,19657,34384,169546,29536,253123,6,9,66,4,85,69.71428571428571,21.77551020408163,3.8571428571428568
Ireland,2013,9,2013-02-25,18920,33094,163189,28429,243632,2,19,77,4,102,82.0,11.081632653061224,4.551020408163265
Ireland,2013,10,2013-03-04,18477,32319,159365,27763,237924,5,8,55,6,74,88.32653061224491,47.51020408163265,24.653061224489793
Ireland,2013,11,2013-03-11,20301,35508,175092,30502,261403,1,4,47,6,58,76.57142857142857,2.6326530612244903,21.28571428571429
Ireland,2013,12,2013-03-18,20301,35508,175092,30502,261403,1,6,35,6,48,68.48979591836736,24.979591836734695,44.51020408163266
Ireland,2013,13,2013-03-25,20301,35508,175092,30502,261403,1,6,46,6,59,61.02040816326531,9.122448979591834,6.530612244897959
Ireland,2013,14,2013-04-01,19626,34328,169271,29488,252713,2,6,32,2,42,87.06122448979592,9.448979591836734,4.408163265306123
Ireland,2013,15,2013-04-08,20301,35508,175092,30502,261403,2,6,32,6,46,108.9591836734694,42.612244897959194,29.346938775510207
Ireland,2013,16,2013-04-15,20301,35508,175092,30502,261403,1,3,21,4,29,130.55102040816328,62.51020408163265,42.326530612244895
Ireland,2013,17,2013-04-22,20145,35237,173752,30269,259403,2,3,13,3,21,126.16326530612244,62.40816326530613,21.448979591836736
Ireland,2013,18,2013-04-29,20301,35508,175092,30502,261403,0,0,11,2,13,135.67346938775512,59.122448979591844,16.816326530612244
Ireland,2013,19,2013-05-06,19571,34231,168796,29405,252003,0,0,6,3,9,138.77551020408163,78.3265306122449,37.122448979591844
Ireland,2013,20,2013-05-13,19481,34075,168025,29271,250852,0,0,2,0,2,127.3469387755102,58.46938775510204,27.18367346938776
Ireland,2013,21,2013-05-20,19518,34139,168340,29326,251323,0,1,3,1,5,141.57142857142858,77.36734693877551,17.3265306122449
Ireland,2013,22,2013-05-27,20301,35508,175092,30502,261403,0,0,2,0,2,156.10204081632654,79.38775510204081,12.489795918367347
Ireland,2013,23,2013-06-03,20301,35508,175092,30502,261403,0,1,0,0,1,200.18367346938774,88.63265306122449,3.2857142857142856
Ireland,2013,24,2013-06-10,20301,35508,175092,30502,261403,0,0,0,3,3,165.67346938775512,98.75510204081631,69.79591836734694
Ireland,2013,25,2013-06-17,20301,35508,175092,30502,261403,0,0,2,0,2,174.14285714285717,108.7142857142857,17.79591836734694
Ireland,2013,26,2013-06-24,20301,35508,175092,30502,261403,0,0,2,0,2,173.77551020408166,106.26530612244899,10.857142857142858
Ireland,2013,27,2013-07-01,20301,35508,175092,30502,261403,0,0,3,0,3,189.00000000000003,116.18367346938774,17.632653061224488
Ireland,2013,28,2013-07-08,20301,35508,175092,30502,261403,1,0,0,0,1,231.75510204081633,128.81632653061223,3.877551020408163
Ireland,2013,29,2013-07-15,20301,35508,175092,30502,261403,0,0,3,0,3,229.87755102040816,138.85714285714286,4.204081632653062
Ireland,2013,30,2013-07-22,20301,35508,175092,30502,261403,0,0,2,0,2,210.9183673469388,140.85714285714286,41.285714285714285
Ireland,2013,31,2013-07-29,20083,35128,173215,30175,258601,0,0,1,0,1,199.6530612244898,130.4285714285714,58.0204081632653
Ireland,2013,32,2013-08-05,19669,34403,169642,29553,253267,0,0,2,0,2,189.9387755102041,122.51020408163266,15.979591836734693
Ireland,2013,33,2013-08-12,18824,32926,162361,28284,242395,0,0,5,2,7,191.5102040816327,129.24489795918367,33.285714285714285
Ireland,2013,34,2013-08-19,20181,35299,174061,30323,259864,0,0,1,0,1,187.30612244897958,126.71428571428574,15.673469387755102
Ireland,2013,35,2013-08-26,19231,33638,165869,28896,247634,0,0,0,1,1,184.0816326530612,119.59183673469387,8.673469387755102
Ireland,2013,36,2013-09-02,18288,31988,157734,27478,235488,0,0,4,0,4,175.0612244897959,101.30612244897961,21.326530612244902
Ireland,2013,37,2013-09-09,18066,31600,155819,27145,232630,0,0,10,2,12,166.3265306122449,102.73469387755104,23.714285714285715
Ireland,2013,38,2013-09-16,17771,31084,153273,26701,228829,0,0,7,4,11,168.10204081632654,100.42857142857143,21.285714285714285
Ireland,2013,39,2013-09-23,16640,29106,143523,25003,214272,0,0,11,4,15,180.40816326530611,127.6530612244898,10.265306122448978
Ireland,2013,40,2013-09-30,19404,33940,167360,29155,249859,0,1,5,2,8,173.42857142857142,126.24489795918369,43.93877551020408
Ireland,2013,41,2013-10-07,19935,34869,171942,29953,256699,0,1,14,3,18,143.0,89.36734693877551,8.081632653061225
Ireland,2013,42,2013-10-14,20148,35242,173777,30273,259440,0,0,7,3,10,150.44897959183677,90.40816326530613,55.93877551020409
Ireland,2013,43,2013-10-21,18900,33059,163015,28398,243372,1,0,6,0,7,145.22448979591837,89.73469387755104,68.71428571428571
Ireland,2013,44,2013-10-28,20148,35242,173777,30273,259440,0,1,2,0,3,118.20408163265306,61.46938775510205,36.612244897959194
Ireland,2013,45,2013-11-04,20148,35242,173777,30273,259440,1,2,11,0,14,103.46938775510205,39.6530612244898,55.02040816326531
Ireland,2013,46,2013-11-11,19405,33942,167368,29157,249872,1,0,11,3,15,112.81632653061226,61.57142857142857,19.836734693877553
Ireland,2013,47,2013-11-18,19871,34756,171384,29856,255867,0,1,9,0,10,80.77551020408164,27.183673469387752,15.755102040816327
Ireland,2013,48,2013-11-25,19124,33451,164948,28735,246258,1,2,17,1,21,94.67346938775509,51.55102040816326,8.673469387755102
Ireland,2013,49,2013-12-02,20148,35242,173777,30273,259440,1,1,15,1,18,101.22448979591839,50.06122448979592,18.69387755102041
Ireland,2013,50,2013-12-09,20148,35242,173777,30273,259440,0,5,21,2,28,119.34693877551022,77.12244897959184,42.61224489795918
Ireland,2013,51,2013-12-16,20148,35242,173777,30273,259440,1,3,12,1,17,89.06122448979592,33.87755102040816,76.40816326530613
Ireland,2013,52,2013-12-23,20148,35242,173777,30273,259440,2,2,12,3,19,83.93877551020408,22.897959183673468,77.08163265306122
Ireland,2014,1,2013-12-30,20148,35242,173777,30273,259440,1,0,29,3,33,89.60714285714286,28.053571428571427,44.517857142857146
Ireland,2014,2,2014-01-06,20148,35242,173777,30273,259440,0,1,30,1,32,88.06122448979592,36.795918367346935,41.775510204081634
Ireland,2014,3,2014-01-13,20148,35242,173777,30273,259440,1,0,26,6,33,81.16326530612245,27.6734693877551,33.28571428571429
Ireland,2014,4,2014-01-20,20148,35242,173777,30273,259440,4,3,38,0,45,93.6938775510204,42.857142857142854,66.75510204081633
Ireland,2014,5,2014-01-27,20148,35242,173777,30273,259440,0,2,50,2,54,80.0204081632653,32.95918367346939,63.20408163265306
Ireland,2014,6,2014-02-03,20148,35242,173777,30273,259440,2,10,66,6,84,82.6734693877551,32.3469387755102,59.08163265306122
Ireland,2014,7,2014-02-10,19919,34841,171801,29929,256490,3,15,91,14,123,76.28571428571429,17.836734693877553,70.10204081632652
Ireland,2014,8,2014-02-17,20148,35242,173777,30273,259440,9,11,103,7,130,97.77551020408166,44.3469387755102,44.55102040816326
Ireland,2014,9,2014-02-24,19964,34919,172186,29996,257065,6,25,101,7,139,91.30612244897961,36.775510204081634,51.38775510204082
Ireland,2014,10,2014-03-03,20148,35242,173777,30273,259440,10,16,89,11,126,103.3061224489796,42.89795918367347,35.224489795918366
Ireland,2014,11,2014-03-10,19418,33965,167481,29176,250040,11,11,75,13,110,108.38775510204083,36.83673469387755,4.2857142857142865
Ireland,2014,12,2014-03-17,20148,35242,173777,30273,259440,5,5,41,6,57,106.08163265306123,53.285714285714285,35.714285714285715
Ireland,2014,13,2014-03-24,20148,35242,173777,30273,259440,10,8,42,7,67,103.34693877551021,37.877551020408156,27.285714285714285
Ireland,2014,14,2014-03-31,20148,35242,173777,30273,259440,3,1,32,3,39,134.67346938775512,78.00000000000001,30.081632653061224
Ireland,2014,15,2014-04-07,19969,34929,172234,30004,257136,2,6,12,0,20,123.2857142857143,60.183673469387756,11.653061224489793
Ireland,2014,16,2014-04-14,20148,35242,173777,30273,259440,0,3,7,1,11,138.67346938775512,51.85714285714285,6.836734693877552
Ireland,2014,17,2014-04-21,19853,34726,171232,29830,255641,0,0,7,1,8,142.28571428571428,72.08163265306123,23.163265306122447
Ireland,2014,18,2014-04-28,20148,35242,173777,30273,259440,0,0,5,2,7,148.57142857142858,81.06122448979593,19.387755102040813
Ireland,2014,19,2014-05-05,20148,35242,173777,30273,259440,0,0,0,0,0,140.40816326530611,82.38775510204081,46.81632653061224
Ireland,2014,20,2014-05-12,19079,33371,164554,28667,245671,0,0,3,0,3,156.32653061224488,83.73469387755104,24.77551020408163
Ireland,2014,21,2014-05-19,20148,35242,173777,30273,259440,0,0,3,0,3,146.9183673469388,85.48979591836735,34.26530612244898
Ireland,2014,22,2014-05-26,20148,35242,173777,30273,259440,0,2,5,0,7,168.3877551020408,89.48979591836735,11.530612244897961
Ireland,2014,23,2014-06-02,19983,34953,172356,30026,257318,0,0,3,0,3,164.87755102040816,96.6734693877551,24.36734693877551
Ireland,2014,24,2014-06-09,20148,35242,173777,30273,259440,0,0,1,0,1,184.40816326530611,113.42857142857143,17.142857142857142
Ireland,2014,25,2014-06-16,20148,35242,173777,30273,259440,0,0,6,1,7,198.6938775510204,111.81632653061224,3.8775510204081636
Ireland,2014,26,2014-06-23,19964,34919,172186,29996,257065,0,0,1,0,1,184.28571428571428,113.42857142857143,18.73469387755102
Ireland,2014,27,2014-06-30,19964,34919,172186,29996,257065,0,0,1,0,1,188.26530612244898,110.73469387755101,24.183673469387752
Ireland,2014,28,2014-07-07,19993,34970,172437,30040,257440,0,0,2,1,3,188.10204081632654,121.89795918367348,21.102040816326532
Ireland,2014,29,2014-07-14,19255,33680,166074,28931,247940,0,1,0,1,2,201.91836734693877,134.3061224489796,22.6734693877551
Ireland,2014,30,2014-07-21,20148,35242,173777,30273,259440,0,1,1,0,2,223.18367346938774,143.65306122448982,12.591836734693876
Ireland,2014,31,2014-07-28,20148,35242,173777,30273,259440,0,0,0,0,0,189.3265306122449,130.95918367346937,48.89795918367348
Ireland,2014,32,2014-08-04,19985,34957,172374,30029,257345,0,0,0,0,0,195.02040816326533,119.22448979591836,49.673469387755105
Ireland,2014,33,2014-08-11,20148,35242,173777,30273,259440,0,0,1,0,1,179.20408163265307,116.53061224489795,19.73469387755102
Ireland,2014,34,2014-08-18,20148,35242,173777,30273,259440,0,0,2,0,2,168.14285714285714,92.65306122448979,17.57142857142857
Ireland,2014,35,2014-08-25,20148,35242,173777,30273,259440,0,0,3,0,3,178.75510204081633,123.20408163265306,30.653061224489797
Ireland,2014,36,2014-09-01,19798,34629,170758,29747,254932,0,0,2,0,2,182.40816326530617,113.73469387755101,6.816326530612245
Ireland,2014,37,2014-09-08,18611,32553,160521,27964,239649,0,1,5,0,6,189.75510204081633,95.24489795918366,4.448979591836735
Ireland,2014,38,2014-09-15,19446,34014,167723,29218,250401,0,0,2,0,2,183.44897959183672,114.06122448979592,11.387755102040817
Ireland,2014,39,2014-09-22,18937,33123,163332,28454,243846,0,0,6,1,7,175.81632653061226,104.61224489795919,15.836734693877549
Ireland,2014,40,2014-09-29,20473,35809,176575,30761,263618,0,0,4,1,5,161.73469387755102,99.55102040816327,50.57142857142857
Ireland,2014,41,2014-10-06,20750,36294,178968,31178,267190,1,1,15,0,17,141.9591836734694,64.36734693877551,29.591836734693878
Ireland,2014,42,2014-10-13,20750,36294,178968,31178,267190,0,0,11,0,11,151.26530612244895,92.73469387755101,37.55102040816326
Ireland,2014,43,2014-10-20,20422,35721,176141,30685,262969,0,0,13,2,15,138.26530612244898,87.53061224489797,25.71428571428571
Ireland,2014,44,2014-10-27,20331,35562,175358,30549,261800,0,0,12,0,12,142.73469387755102,92.04081632653062,53.95918367346939
Ireland,2014,45,2014-11-03,20164,35269,173912,30297,259642,1,0,10,2,13,116.69387755102039,53.08163265306122,61.85714285714287
Ireland,2014,46,2014-11-10,19661,34390,169577,29542,253170,1,1,11,2,15,115.65306122448979,59.938775510204074,73.36734693877551
Ireland,2014,47,2014-11-17,19223,33624,165799,28883,247529,3,0,12,3,18,108.93877551020408,54.61224489795918,37.673469387755105
Ireland,2014,48,2014-11-24,18997,33227,163845,28543,244612,1,0,19,0,20,100.63265306122449,39.0,11.183673469387754
Ireland,2014,49,2014-12-01,20199,35331,174218,30350,260098,1,1,17,3,22,85.38775510204081,35.775510204081634,25.183673469387752
Ireland,2014,50,2014-12-08,20750,36294,178968,31178,267190,3,4,27,5,39,83.71428571428571,26.10204081632653,47.734693877551024
Ireland,2014,51,2014-12-15,19153,33501,165192,28778,246624,4,2,17,5,28,103.0204081632653,55.57142857142856,51.3673469387755
Ireland,2014,52,2014-12-22,20505,35867,176859,30810,264041,2,3,12,3,20,82.6938775510204,44.51020408163265,39.387755102040806
Ireland,2015,1,2014-12-29,20565,35972,177377,30900,264814,2,0,29,10,41,96.32142857142857,44.607142857142854,46.714285714285715
Ireland,2015,2,2015-01-05,20571,35982,177425,30909,264887,1,4,65,10,80,102.08163265306123,43.12244897959183,57.06122448979592
Ireland,2015,3,2015-01-12,20175,35289,174011,30314,259789,3,5,62,9,79,67.75510204081634,16.77551020408163,53.93877551020408
Ireland,2015,4,2015-01-19,20750,36294,178968,31178,267190,7,9,62,5,83,78.08163265306122,12.857142857142856,26.979591836734695
Ireland,2015,5,2015-01-26,20635,36093,177973,31004,265705,5,11,74,9,99,68.87755102040816,28.0,27.265306122448983
Ireland,2015,6,2015-02-02,20635,36093,177973,31004,265705,4,10,71,13,98,65.48979591836734,4.816326530612246,8.857142857142858
Ireland,2015,7,2015-02-09,20750,36294,178968,31178,267190,4,30,134,20,188,79.51020408163265,29.224489795918366,23.836734693877553
Ireland,2015,8,2015-02-16,20750,36294,178968,31178,267190,9,22,117,13,161,89.16326530612244,32.204081632653065,33.61224489795918
Ireland,2015,9,2015-02-23,20381,35649,175786,30623,262439,8,23,91,12,134,89.81632653061224,34.97959183673469,44.714285714285715
Ireland,2015,10,2015-03-02,20271,35457,174837,30458,261023,2,9,58,8,77,98.0,43.673469387755105,30.08163265306123
Ireland,2015,11,2015-03-09,19910,34825,171723,29915,256373,0,7,61,15,83,103.73469387755101,22.448979591836736,31.551020408163264
Ireland,2015,12,2015-03-16,20750,36294,178968,31178,267190,2,2,46,7,57,109.40816326530611,28.714285714285715,5.387755102040816
Ireland,2015,13,2015-03-23,20243,35408,174599,30416,260666,3,5,37,1,46,108.20408163265304,41.306122448979586,40.163265306122454
Ireland,2015,14,2015-03-30,20177,35292,174026,30317,259812,0,2,25,4,31,115.75510204081634,52.57142857142857,30.142857142857142
Ireland,2015,15,2015-04-06,20750,36294,178968,31178,267190,2,3,29,3,37,143.79591836734696,40.183673469387756,22.795918367346935
Ireland,2015,16,2015-04-13,20750,36294,178968,31178,267190,1,1,28,2,32,136.55102040816328,50.46938775510204,5.632653061224489
Ireland,2015,17,2015-04-20,20588,36011,177570,30934,265103,1,1,14,3,19,139.67346938775512,48.91836734693878,14.224489795918368
Ireland,2015,18,2015-04-27,20052,35073,172946,30128,258199,0,0,10,0,10,120.57142857142857,42.163265306122454,62.57142857142857
Ireland,2015,19,2015-05-04,19996,34976,172469,30045,257486,0,0,6,2,8,131.53061224489798,68.22448979591836,60.95918367346938
Ireland,2015,20,2015-05-11,20750,36294,178968,31178,267190,0,0,6,1,7,140.91836734693877,72.48979591836734,20.571428571428573
Ireland,2015,21,2015-05-18,20750,36294,178968,31178,267190,0,2,6,1,9,146.16326530612244,78.91836734693878,17.612244897959183
Ireland,2015,22,2015-05-25,20750,36294,178968,31178,267190,0,0,4,0,4,140.3469387755102,75.79591836734694,33.57142857142857
Ireland,2015,23,2015-06-01,20750,36294,178968,31178,267190,0,0,3,0,3,149.0612244897959,77.87755102040818,29.775510204081634
Ireland,2015,24,2015-06-08,20423,35723,176151,30687,262984,0,0,7,0,7,166.06122448979593,78.22448979591836,3.897959183673469
Ireland,2015,25,2015-06-15,20090,35141,173280,30187,258698,0,0,3,0,3,174.18367346938774,107.38775510204081,14.48979591836735
Ireland,2015,26,2015-06-22,20750,36294,178968,31178,267190,0,2,3,0,5,184.67346938775512,112.87755102040816,16.387755102040817
Ireland,2015,27,2015-06-29,20244,35409,174602,30417,260672,0,0,0,0,0,200.26530612244898,130.9795918367347,28.73469387755102
Ireland,2015,28,2015-07-06,19886,34783,171516,29879,256064,0,0,1,0,1,178.3265306122449,118.79591836734694,38.04081632653061
Ireland,2015,29,2015-07-13,20750,36294,178968,31178,267190,0,0,3,0,3,175.75510204081633,110.81632653061224,41.44897959183673
Ireland,2015,30,2015-07-20,20020,35017,172668,30080,257785,0,0,0,1,1,170.63265306122452,109.42857142857143,27.020408163265305
Ireland,2015,31,2015-07-27,19591,34268,168974,29437,252270,0,0,2,0,2,169.0408163265306,107.06122448979592,31.938775510204078
Ireland,2015,32,2015-08-03,19828,34682,171018,29793,255321,0,0,0,1,1,177.12244897959184,112.9183673469388,38.775510204081634
Ireland,2015,33,2015-08-10,20610,36050,177762,30968,265390,0,0,2,0,2,177.71428571428572,104.24489795918369,11.16326530612245
Ireland,2015,34,2015-08-17,20167,35276,173944,30302,259689,0,0,2,0,2,189.71428571428572,123.12244897959182,46.816326530612244
Ireland,2015,35,2015-08-24,20422,35721,176141,30685,262969,0,1,0,0,1,177.51020408163268,106.65306122448979,33.87755102040816
Ireland,2015,36,2015-08-31,20750,36294,178968,31178,267190,0,1,3,1,5,158.77551020408166,97.89795918367346,10.244897959183673
Ireland,2015,37,2015-09-07,20267,35450,174805,30452,260974,1,2,5,2,10,171.12244897959184,111.6938775510204,46.204081632653065
Ireland,2015,38,2015-09-14,19000,33234,163877,28549,244660,0,0,8,0,8,158.85714285714286,96.6938775510204,24.408163265306126
Ireland,2015,39,2015-09-21,18545,32438,159953,27865,238801,0,0,9,1,10,160.59183673469389,90.75510204081631,16.0
Ireland,2015,40,2015-09-28,20408,35697,176021,30664,262790,0,0,10,1,11,159.28571428571428,80.02040816326532,10.755102040816327
Ireland,2015,41,2015-10-05,20750,36294,178968,31178,267190,1,0,9,1,11,157.36734693877548,93.3265306122449,16.571428571428573
Ireland,2015,42,2015-10-12,20750,36294,178968,31178,267190,0,2,8,0,10,135.77551020408163,61.816326530612244,5.469387755102041
Ireland,2015,43,2015-10-19,20750,36294,178968,31178,267190,0,1,10,1,12,133.59183673469386,78.65306122448979,40.42857142857143
Ireland,2015,44,2015-10-26,20750,36294,178968,31178,267190,2,1,5,0,8,142.10204081632654,85.95918367346938,40.6530612244898
Ireland,2015,45,2015-11-02,19467,34051,167905,29250,250673,0,1,9,0,10,136.6122448979592,82.51020408163266,44.18367346938776
Ireland,2015,46,2015-11-09,20750,36294,178968,31178,267190,1,1,9,1,12,134.55102040816323,71.57142857142857,80.36734693877551
Ireland,2015,47,2015-11-16,20750,36294,178968,31178,267190,0,2,15,2,19,101.22448979591836,52.14285714285713,40.97959183673469
Ireland,2015,48,2015-11-23,20750,36294,178968,31178,267190,0,0,16,2,18,107.61224489795919,56.26530612244898,57.551020408163254
Ireland,2015,49,2015-11-30,20423,35723,176151,30687,262984,1,2,17,3,23,115.40816326530613,59.83673469387755,108.77551020408164
Ireland,2015,50,2015-12-07,20635,36093,177973,31004,265705,2,0,25,2,29,102.93877551020408,46.48979591836734,77.93877551020408
Ireland,2015,51,2015-12-14,20635,36093,177973,31004,265705,1,3,25,7,36,122.14285714285714,86.18367346938776,41.57142857142857
Ireland,2015,52,2015-12-21,22151,38744,191048,33282,285225,0,6,11,2,19,99.10204081632652,43.59183673469387,65.22448979591837
Ireland,2015,53,2015-12-28,22151,38744,191048,33282,285225,2,4,23,1,30,104.82142857142857,52.464285714285715,110.60714285714286
